  9,  9,        1.9889665842
  9, 10,        1.4393470287
  9, 11,        0.8110926151
  9, 12,        0.1643480659
  9, 13,       -0.4119741917
  9, 14,       -0.7832297087
  9, 15,       -0.7462558746
 10,  2,        0.4540349543
 10,  3,        0.7676885128
 10,  4,        0.9726443291
 10,  5,        1.0866643190
 10,  6,        1.1194112301
 10,  7,        1.0771467686
 10,  8,        0.9661124945
 10,  9,        0.7947732210
 10, 10,        0.5751439333
 10, 11,        0.3240963817
 10, 12,        0.0656668320
 10, 13,       -0.1645347476
 10, 14,       -0.3127157092
 10, 15,       -0.2977712154
 11,  2,       -0.3358658552
 11,  3,       -0.5668904781
 11,  4,       -0.7176258564
 11,  5,       -0.8015217781
 11,  6,       -0.8256157637
 11,  7,       -0.7944456935
 11,  8,       -0.7125580311
 11,  9,       -0.5861954689
 11, 10,       -0.4242185652
 11, 11,       -0.2390625328
 11, 12,       -0.0483179130
 11, 13,        0.1219393313
 11, 14,        0.2322459817
 11, 15,        0.2219581306
 12,  2,       -1.0322968960
 12,  3,       -1.7421369553
 12,  4,       -2.2052955627
 12,  5,       -2.4629271030
 12,  6,       -2.5369186401
 12,  7,       -2.4410848618
 12,  8,       -2.1894636154
 12,  9,       -1.8011754751
 12, 10,       -1.3034574986
 12, 11,       -0.7343951464
 12, 12,       -0.1482028216
 12, 13,        0.3753036261
 12, 14,        0.7142447829
 12, 15,        0.6826885939
 13,  2,       -1.4475097656
 13,  3,       -2.4394345284
 13,  4,       -3.0857472420
 13,  5,       -3.4452695847
 13,  6,       -3.5483458042
 13,  7,       -3.4142069817
 13,  8,       -3.0622420311
 13,  9,       -2.5191657543
 13, 10,       -1.8229514360
 13, 11,       -1.0268021822
 13, 12,       -0.2059703320
 13, 13,        0.5281229615
 13, 14,        0.9948887229
 13, 15,        0.9544342756
 14,  2,       -1.3967062235
 14,  3,       -2.3360457420
 14,  4,       -2.9419093132
 14,  5,       -3.2768945694
 14,  6,       -3.3710465431
 14,  7,       -3.2419862747
 14,  8,       -2.9071300030
 14,  9,       -2.3909578323
 14, 10,       -1.7285006046
 14, 11,       -0.9686838984
 14, 12,       -0.1807483286
 14, 13,        0.5310090780
 14, 14,        1.0024404526
 14, 15,        0.9679296017
 15,  2,       -0.9323818684
 15,  3,       -1.5470187664
 15,  4,       -1.9423135519
 15,  5,       -2.1610488892
 15,  6,       -2.2223701477
 15,  7,       -2.1370525360
 15,  8,       -1.9162793159
 15,  9,       -1.5759994984
 15, 10,       -1.1392197609
 15, 11,       -0.6377992630
 15, 12,       -0.1166771352
 15, 13,        0.3573741317
 15, 14,        0.6777089834
 15, 15,        0.6656591892
 16,  2,        0.0000000000
 16,  3,        0.0000000000
 16,  4,        0.0000000000
 16,  5,        0.0000000000
 16,  6,        0.0000000000
 16,  7,        0.0000000000
 16,  8,        0.0000000000
 16,  9,        0.0000000000
 16, 10,        0.0000000000
 16, 11,        0.0000000000
 16, 12,        0.0000023861
 16, 13,        0.0000000000
 16, 14,        0.0000026706
 16, 15,        0.0000000000
 17,  2,        0.0000000000
 17,  3,        0.0000000000
 17,  4,        0.0000000000
 17,  5,        0.0000000000
 17,  6,        0.0000000000
 17,  7,        0.0000000000
 17,  8,        0.0000000000
 17,  9,        0.0000000000
 17, 10,        0.0000000000
 17, 11,        0.0000000000
 17, 12,        0.0000000025
 17, 13,        0.0000006598
 17, 14,        0.0000000000
 17, 15,        0.0000000000
